Date,BTC-USD,GLD,SPY,TLT
2020-02-21,9686.44140625,154.6999969482422,305.5888977050781,124.94473266601562
2020-02-24,9650.1748046875,156.08999633789062,295.4539489746094,126.80998992919922
2020-02-25,9341.705078125,153.3000030517578,286.5010070800781,127.48516845703125
2020-02-26,8820.5224609375,153.97000122070312,285.4471435546875,126.80998992919922
2020-02-27,8784.494140625,154.0,272.62725830078125,128.1857147216797
2020-02-28,8672.455078125,148.3800048828125,271.48187255859375,131.08059692382812
2020-03-02,8869.669921875,149.1999969482422,283.2387390136719,130.1161651611328
2020-03-03,8787.7861328125,153.88999938964844,275.12890625,132.13629150390625
2020-03-04,8755.24609375,154.16000366210938,286.69342041015625,130.73318481445312
2020-03-05,9078.7626953125,157.49000549316406,277.16326904296875,133.98739624023438
2020-03-06,9122.5458984375,157.5500030517578,272.58148193359375,140.96060180664062
2020-03-09,7923.64453125,157.80999755859375,251.29432678222656,144.78106689453125
2020-03-10,7909.7294921875,154.47999572753906,264.29754638671875,137.35984802246094
2020-03-11,7911.43017578125,153.92999267578125,251.41346740722656,132.3053436279297
2020-03-12,4970.7880859375,147.7899932861328,227.35891723632812,133.12518310546875
2020-03-13,5563.70703125,143.27999877929688,246.79498291015625,130.1161651611328
2020-03-16,5014.47998046875,141.63999938964844,219.7897186279297,138.54322814941406
2020-03-17,5225.62939453125,143.55999755859375,231.6566619873047,129.3047332763672
2020-03-18,5238.4384765625,140.6999969482422,219.92724609375,122.01032257080078
2020-03-19,6191.19287109375,138.0399932861328,220.39451599121094,125.33209228515625
2020-03-20,6198.7783203125,140.11000061035156,210.8968505859375,134.75656127929688
2020-03-23,6416.31494140625,146.3000030517578,205.50457763671875,140.30975341796875
2020-03-24,6734.8037109375,153.39999389648438,224.12399291992188,137.69796752929688
2020-03-25,6681.06298828125,151.3000030517578,227.47911071777344,137.3852996826172
2020-03-26,6716.4404296875,153.24000549316406,240.7615966796875,138.0614776611328
2020-03-27,6469.79833984375,152.25,233.59036254882812,141.74664306640625
2020-03-30,6429.841796875,152.9199981689453,241.1763458251953,140.5802459716797
2020-03-31,6438.64453125,148.0500030517578,237.58154296875,139.43911743164062
2020-04-01,6606.7763671875,149.4499969482422,226.88922119140625,141.39276123046875
2020-04-02,6793.62451171875,151.89999389648438,232.12477111816406,142.2900848388672
2020-04-03,6733.38720703125,152.64999389648438,228.76956176757812,142.6286163330078
2020-04-06,7271.78125,156.8800048828125,244.13519287109375,142.2561798095703
2020-04-07,7176.41455078125,156.0399932861328,244.38412475585938,140.76641845703125
2020-04-08,7334.0986328125,154.64999389648438,252.58770751953125,139.7421417236328
2020-04-09,7302.08935546875,158.69000244140625,256.4314270019531,139.99612426757812
2020-04-13,6845.03759765625,161.41000366210938,254.09011840820312,138.71792602539062
2020-04-14,6842.427734375,162.67999267578125,261.58392333984375,138.6841278076172
2020-04-15,6642.10986328125,161.85000610351562,256.02581787109375,142.3577880859375
2020-04-16,7116.80419921875,161.7100067138672,257.260986328125,143.97442626953125
2020-04-17,7096.1845703125,158.57000732421875,264.2109680175781,142.04454040527344
2020-04-20,6881.95849609375,159.6999969482422,259.55615234375,143.18728637695312
2020-04-21,6880.3232421875,158.61000061035156,251.6752166748047,144.99026489257812
2020-04-22,7117.20751953125,161.72999572753906,257.260986328125,143.5089874267578
2020-04-23,7429.724609375,163.33999633789062,257.2425231933594,144.27072143554688
2020-04-24,7550.90087890625,162.63999938964844,260.828125,144.60934448242188
2020-04-27,7795.60107421875,161.55999755859375,264.5888671875,141.91763305664062
2020-04-28,7807.05859375,160.83999633789062,263.37213134765625,143.55120849609375
2020-04-29,8801.0380859375,161.72999572753906,270.26690673828125,142.80641174316406
2020-04-30,8658.5537109375,158.8000030517578,267.75054931640625,141.13885498046875
2020-05-01,8864.7666015625,159.77999877929688,260.66229248046875,142.34751892089844
2020-05-04,8912.654296875,160.33999633789062,261.3811340332031,141.67787170410156
2020-05-05,9003.0703125,161.02000427246094,263.7961730957031,140.7709503173828
2020-05-06,9268.76171875,158.9499969482422,262.00799560546875,138.4995574951172
2020-05-07,9951.5185546875,161.38999938964844,265.1697082519531,140.8134307861328
2020-05-08,9842.666015625,160.4199981689453,269.5571594238281,138.98263549804688
2020-05-11,8601.7958984375,159.4199981689453,269.6124572753906,137.8977813720703
2020-05-12,8804.4775390625,160.0399932861328,264.2386474609375,139.31326293945312
2020-05-13,9269.9873046875,161.5800018310547,259.5653991699219,140.28793334960938
2020-05-14,9733.7216796875,163.00999450683594,262.6716003417969,141.66094970703125
2020-05-15,9328.197265625,163.92999267578125,263.87908935546875,141.29653930664062
2020-05-18,9726.5751953125,162.69000244140625,271.9168701171875,138.19447326660156
2020-05-19,9729.0380859375,164.25999450683594,269.12396240234375,138.71145629882812
2020-05-20,9522.9814453125,164.64999389648438,273.69580078125,139.1268310546875
2020-05-21,9081.76171875,162.25,271.80615234375,139.47425842285156
2020-05-22,9182.5771484375,163.2100067138672,272.3224182128906,140.3132781982422
2020-05-26,8835.052734375,160.88999938964844,275.6776123046875,138.43173217773438
2020-05-27,9181.017578125,161.17999267578125,279.77935791015625,138.17752075195312
2020-05-28,9525.7509765625,161.72000122070312,279.2632141113281,137.66893005371094
2020-05-29,9439.1240234375,162.91000366210938,280.50750732421875,138.65211486816406
2020-06-01,10167.2685546875,163.66000366210938,281.64129638671875,137.71865844726562
2020-06-02,9529.8037109375,162.60000610351562,283.97332763671875,137.21788024902344
2020-06-03,9656.7177734375,159.60000610351562,287.75250244140625,135.393310546875
2020-06-04,9800.63671875,161.27999877929688,286.9966125488281,133.43287658691406
2020-06-05,9665.533203125,158.00999450683594,294.3522033691406,132.482421875
2020-06-08,9771.4892578125,159.72000122070312,297.9102478027344,132.99166870117188
2020-06-09,9795.7001953125,161.25999450683594,295.68878173828125,134.502197265625
2020-06-10,9870.0947265625,163.57000732421875,294.03887939453125,136.49656677246094
2020-06-11,9321.78125,162.38999938964844,277.0877990722656,139.07640075683594
2020-06-12,9480.84375,162.6199951171875,280.4061584472656,137.7355499267578
2020-06-15,9450.7021484375,162.3300018310547,283.0238952636719,137.8119659423828
2020-06-16,9538.0244140625,162.25,288.4714660644531,135.69882202148438
2020-06-17,9480.2548828125,162.55999755859375,287.2732238769531,136.2589569091797
2020-06-18,9411.8408203125,162.24000549316406,287.3837890625,137.70164489746094
2020-06-19,9288.0185546875,164.02999877929688,285.741455078125,137.8119659423828
2020-06-22,9648.7177734375,165.08999633789062,287.57452392578125,137.8289337158203
2020-06-23,9629.658203125,166.47999572753906,288.8984375,136.886962890625
2020-06-24,9313.6103515625,165.89999389648438,281.5289611816406,138.35511779785156
2020-06-25,9264.8134765625,165.8000030517578,284.547119140625,138.7540283203125
2020-06-26,9162.91796875,166.5399932861328,277.7886962890625,140.23915100097656
2020-06-29,9190.8544921875,166.6300048828125,281.8716125488281,139.7977752685547
2020-06-30,9137.9931640625,167.3699951171875,285.4822082519531,139.1188201904297
2020-07-01,9228.3251953125,166.6199951171875,287.4818420410156,138.84872436523438
2020-07-02,9123.41015625,166.97999572753906,289.0650634765625,138.99307250976562
2020-07-06,9375.474609375,167.97999572753906,293.5274963378906,138.4238739013672
2020-07-07,9252.27734375,169.0399932861328,290.50006103515625,140.3695526123047
2020-07-08,9428.3330078125,170.08999633789062,292.72198486328125,139.8087921142578
2020-07-09,9277.9677734375,169.6300048828125,291.0555419921875,142.0348663330078
2020-07-10,9278.8076171875,169.19000244140625,294.02740478515625,141.32119750976562
2020-07-13,9243.6142578125,169.39999389648438,291.4814453125,141.78848266601562
2020-07-14,9243.2138671875,170.19000244140625,295.2587585449219,141.99240112304688
2020-07-15,9192.8369140625,170.33999633789062,297.9713134765625,141.32969665527344
2020-07-16,9132.2275390625,168.72999572753906,296.99005126953125,142.0008544921875
2020-07-17,9151.392578125,170.1199951171875,297.8509826660156,141.7035369873047
2020-07-20,9164.2314453125,170.94000244140625,300.2580871582031,142.05184936523438
2020-07-21,9374.8876953125,173.0,300.89691162109375,142.13682556152344
2020-07-22,9525.36328125,175.6300048828125,302.6096496582031,142.5615692138672
2020-07-23,9581.072265625,177.17999267578125,298.99896240234375,144.2269744873047
2020-07-24,9536.892578125,178.6999969482422,297.07330322265625,144.21841430664062
2020-07-27,10990.873046875,182.22999572753906,299.23974609375,143.68316650390625
2020-07-28,10912.8232421875,183.75,297.341796875,144.6772003173828
2020-07-29,11100.4677734375,185.1300048828125,300.9987487792969,144.43087768554688
2020-07-30,11111.2138671875,183.75999450683594,299.9248046875,145.38246154785156
2020-07-31,11323.466796875,185.42999267578125,302.29486083984375,145.28897094726562
2020-08-03,11246.3486328125,185.63999938964844,304.39642333984375,144.55746459960938
2020-08-04,11205.892578125,189.58999633789062,305.5722351074219,145.9354705810547
2020-08-05,11747.0224609375,191.35000610351562,307.47015380859375,144.6595458984375
2020-08-06,11779.7734375,193.88999938964844,309.52545166015625,145.4676055908203
2020-08-07,11601.47265625,190.80999755859375,309.74761962890625,144.49790954589844
2020-08-10,11878.111328125,190.14999389648438,310.6733703613281,143.85153198242188
2020-08-11,11410.525390625,179.94000244140625,308.10894775390625,142.14175415039062
2020-08-12,11584.9345703125,179.10000610351562,312.4046630859375,140.84893798828125
2020-08-13,11784.1376953125,183.3300018310547,311.83990478515625,139.3433380126953
2020-08-14,11768.87109375,182.5399932861328,311.84918212890625,138.79898071289062
2020-08-17,12254.40234375,186.5,312.8398132324219,139.1476593017578
2020-08-18,11991.2333984375,188.17999267578125,313.515625,140.14291381835938
2020-08-19,11758.283203125,182.24000549316406,312.210205078125,139.26686096191406
2020-08-20,11878.3720703125,183.5,313.18243408203125,140.52569580078125
2020-08-21,11592.4892578125,182.02999877929688,314.29339599609375,141.36781311035156
2020-08-24,11774.595703125,181.0,317.4781188964844,141.13807678222656
2020-08-25,11366.134765625,181.22000122070312,318.58905029296875,140.05789184570312
2020-08-26,11488.36328125,183.36000061035156,321.78314208984375,139.52194213867188
2020-08-27,11323.3974609375,181.24000549316406,322.48675537109375,137.14886474609375
2020-08-28,11542.5,184.38999938964844,324.56976318359375,137.04678344726562
2020-08-31,11680.8203125,184.8300018310547,323.3940124511719,137.95692443847656
2020-09-01,11970.478515625,185.0500030517578,326.43994140625,139.5348358154297
2020-09-02,11414.0341796875,182.6199951171875,331.16156005859375,140.8632049560547
2020-09-03,10245.296875,181.13999938964844,319.764892578125,141.26348876953125
2020-09-04,10511.8134765625,181.63999938964844,317.1541442871094,138.58116149902344
2020-09-08,10131.5166015625,181.2899932861328,308.4886169433594,139.4326934814453
2020-09-09,10242.34765625,183.0500030517578,314.5803527832031,139.0579833984375
2020-09-10,10363.138671875,182.4600067138672,309.1180725097656,139.7648162841797
2020-09-11,10400.9150390625,182.4499969482422,309.2754211425781,140.06280517578125
2020-09-14,10680.837890625,183.88999938964844,313.34912109375,140.05426025390625
2020-09-15,10796.951171875,183.4499969482422,314.9322204589844,139.71368408203125
2020-09-16,10974.9052734375,183.97000122070312,313.682373046875,139.2964324951172
2020-09-17,10948.990234375,182.9600067138672,310.9234313964844,139.72218322753906
2020-09-18,10944.5859375,183.1999969482422,307.3437805175781,139.2878875732422
2020-09-21,10462.259765625,179.52000427246094,303.9231872558594,139.99465942382812
2020-09-22,10538.4599609375,178.64999389648438,307.0185546875,139.88392639160156
2020-09-23,10246.1865234375,174.7899932861328,299.8984680175781,140.07131958007812
2020-09-24,10760.06640625,175.44000244140625,300.6977844238281,140.60787963867188
2020-09-25,10692.716796875,174.94000244140625,305.5591735839844,140.60787963867188
2020-09-28,10709.65234375,176.6999969482422,310.6342468261719,140.2075653076172
2020-09-29,10844.640625,178.19000244140625,308.94256591796875,140.36932373046875
2020-09-30,10784.4912109375,177.1199951171875,311.2849426269531,139.02391052246094
2020-10-01,10619.4521484375,178.6999969482422,313.2834777832031,139.25318908691406
2020-10-02,10575.974609375,178.5399932861328,310.3089904785156,138.7332000732422
2020-10-05,10793.33984375,179.41000366210938,315.8116455078125,136.02255249023438
2020-10-06,10604.40625,177.3000030517578,311.3221435546875,136.755615234375
2020-10-07,10668.96875,177.22000122070312,316.7412414550781,135.7582550048828
2020-10-08,10915.685546875,177.85000610351562,319.5483703613281,136.4913330078125
2020-10-09,11064.4580078125,181.0800018310547,322.4020080566406,136.46571350097656
2020-10-12,11555.36328125,180.55999755859375,327.58868408203125,136.9004669189453
2020-10-13,11425.8994140625,177.72000122070312,325.4507751464844,137.88082885742188
2020-10-14,11429.5068359375,178.27000427246094,323.4057922363281,138.19615173339844
2020-10-15,11495.349609375,178.9199981689453,323.0062255859375,137.95753479003906
2020-10-16,11322.123046875,178.3000030517578,322.8110046386719,137.57388305664062
2020-10-19,11742.037109375,178.38999938964844,317.903076171875,137.053955078125
2020-10-20,11916.3349609375,179.25,319.17657470703125,135.7497100830078
2020-10-21,12823.689453125,180.60000610351562,318.5724182128906,135.2808074951172
2020-10-22,12965.8916015625,178.8300018310547,320.31988525390625,133.8744659423828
2020-10-23,12931.5390625,178.63999938964844,321.40740966796875,134.6926727294922
2020-10-26,13075.248046875,178.5500030517578,315.46783447265625,135.9457244873047
2020-10-27,13654.21875,179.02000427246094,314.3802795410156,136.85789489746094
2020-10-28,13271.28515625,176.1300048828125,303.6351623535156,136.9857635498047
2020-10-29,13437.8828125,175.39999389648438,306.7210693359375,135.6559295654297
2020-10-30,13546.5224609375,176.1999969482422,303.5235290527344,134.31765747070312
2020-11-02,13550.4892578125,177.91000366210938,306.9255676269531,135.32373046875
2020-11-03,13950.30078125,178.9199981689453,312.34466552734375,134.53868103027344
2020-11-04,14133.70703125,178.82000732421875,319.3253479003906,137.45712280273438
2020-11-05,15579.8486328125,182.92999267578125,325.5530090332031,137.69602966308594
2020-11-06,15565.880859375,183.19000244140625,325.47869873046875,136.0320587158203
2020-11-09,15332.3154296875,175.0800018310547,329.5685729980469,133.1732940673828
2020-11-10,15290.90234375,175.66000366210938,329.08514404296875,132.40525817871094
2020-11-11,15701.33984375,174.89999389648438,331.5297546386719,132.8831329345703
2020-11-12,16276.34375,175.9600067138672,328.313720703125,135.14447021484375
2020-11-13,16317.80859375,177.16000366210938,332.8589782714844,134.96536254882812
2020-11-16,16716.111328125,177.14999389648438,337.0139465332031,134.64100646972656
2020-11-17,17645.40625,176.5,335.20135498046875,135.52000427246094
2020-11-18,17804.005859375,175.49000549316406,331.16729736328125,135.91250610351562
2020-11-19,17817.08984375,175.16000366210938,332.5616149902344,136.6122283935547
2020-11-20,18621.314453125,175.69000244140625,330.28424072265625,137.82408142089844
2020-11-23,18364.12109375,172.22999572753906,332.26416015625,137.19253540039062
2020-11-24,19107.46484375,169.58999633789062,337.61810302734375,135.8272247314453
2020-11-25,18732.12109375,169.50999450683594,337.09765625,135.40907287597656
2020-11-27,17108.40234375,167.7899932861328,338.036376953125,136.72320556640625
2020-11-30,19625.8359375,166.6699981689453,336.5398864746094,136.55250549316406
2020-12-01,18802.998046875,170.17999267578125,340.22076416015625,134.53916931152344
2020-12-02,19201.091796875,171.4600067138672,340.93646240234375,133.47137451171875
2020-12-03,19445.3984375,172.80999755859375,340.8435363769531,134.5476837158203
2020-12-04,18699.765625,172.32000732421875,343.7808532714844,132.57447814941406
2020-12-07,19191.630859375,174.88999938964844,343.0743408203125,133.77037048339844
2020-12-08,18321.14453125,175.5,344.0782775878906,134.40249633789062
2020-12-09,18553.916015625,172.5,340.9921875,133.95831298828125
2020-12-10,18264.9921875,172.1699981689453,340.8807373046875,135.14564514160156
2020-12-11,18058.904296875,172.49000549316406,340.4811096191406,135.62405395507812
2020-12-14,19246.64453125,171.5399932861328,338.95660400390625,135.2481689453125
2020-12-15,19417.076171875,173.94000244140625,343.5390625,134.79541015625
2020-12-16,21310.59765625,174.89999389648438,344.0782775878906,134.43667602539062
2020-12-17,22805.162109375,176.74000549316406,346.0023498535156,134.0809326171875
2020-12-18,23137.9609375,176.44000244140625,344.6208190917969,133.6790771484375
2020-12-21,22803.08203125,175.8800048828125,343.3885498046875,134.20913696289062
2020-12-22,23783.029296875,174.49000549316406,342.80975341796875,134.9017791748047
2020-12-23,23241.345703125,175.64999389648438,343.117919921875,133.9697723388672
2020-12-24,23735.94921875,176.35000610351562,344.45269775390625,134.4999542236328
2020-12-28,27084.80859375,175.7100067138672,347.41192626953125,134.55982971191406
2020-12-29,27362.4375,176.35000610351562,346.7491760253906,134.38877868652344
2020-12-30,28840.953125,177.6999969482422,347.243896484375,134.679443359375
2020-12-31,29001.720703125,178.36000061035156,349.0080871582031,134.87615966796875
2021-01-04,31971.9140625,182.3300018310547,344.25677490234375,134.71371459960938
2021-01-05,33992.4296875,182.8699951171875,346.6277770996094,133.71328735351562
2021-01-06,36824.36328125,179.89999389648438,348.7000427246094,130.96835327148438
2021-01-07,39371.04296875,179.47999572753906,353.8808898925781,129.81396484375
2021-01-08,40797.609375,173.33999633789062,355.8971862792969,129.39491271972656
2021-01-11,35566.65625,173.0,353.4981994628906,129.18116760253906
2021-01-12,33922.9609375,174.1199951171875,353.5728454589844,129.0785369873047
2021-01-13,37316.359375,173.3699951171875,354.52496337890625,130.5322265625
2021-01-14,39187.328125,173.27999877929688,353.283447265625,129.3094024658203
2021-01-15,36825.3671875,171.1300048828125,350.7070617675781,129.822509765625
2021-01-19,36069.8046875,172.5800018310547,353.4607849121094,130.241455078125
2021-01-20,35547.75,175.38999938964844,358.3522644042969,130.36981201171875
2021-01-21,30825.69921875,175.27999877929688,358.6789855957031,129.45477294921875
2021-01-22,33005.76171875,173.89999389648438,357.4093933105469,129.873779296875
2021-01-25,32366.392578125,174.0500030517578,358.8189697265625,131.40444946289062
2021-01-26,32569.849609375,173.6199951171875,358.2588806152344,131.15646362304688
2021-01-27,30432.546875,172.52000427246094,349.5028076171875,131.489990234375
2021-01-28,33466.09765625,172.67999267578125,352.5086975097656,130.76319885253906
2021-01-29,34316.38671875,172.61000061035156,345.45159912109375,129.97645568847656
2021-02-01,33537.17578125,174.22999572753906,351.20184326171875,130.12710571289062
2021-02-02,35510.2890625,172.11000061035156,356.1678771972656,129.28810119628906
2021-02-03,37472.08984375,171.85000610351562,356.4478454589844,128.14096069335938
2021-02-04,36926.06640625,168.14999389648438,360.4992980957031,127.79849243164062
2021-02-05,38144.30859375,169.80999755859375,361.9181213378906,126.72843170166016
2021-02-08,46196.46484375,171.52000427246094,364.5318908691406,127.28483581542969
2021-02-09,46481.10546875,172.0800018310547,364.2891540527344,127.37897491455078
2021-02-10,44918.18359375,172.7100067138672,364.13043212890625,128.22654724121094
2021-02-11,47909.33203125,171.2100067138672,364.718505859375,127.5245361328125
2021-02-12,47504.8515625,170.69000244140625,366.5201110839844,125.94075775146484
2021-02-16,49199.87109375,168.24000549316406,366.2027893066406,124.02308654785156
2021-02-17,52149.0078125,166.3300018310547,366.28680419921875,124.81073760986328
2021-02-18,51679.796875,166.32000732421875,364.727783203125,124.3056411743164
2021-02-19,55888.1328125,167.00999450683594,364.0837097167969,122.6533432006836
2021-02-22,54207.3203125,169.50999450683594,361.28338623046875,121.72017669677734
2021-02-23,48824.42578125,169.1199951171875,361.7220764160156,121.3692398071289
2021-02-24,49705.33203125,169.0,365.7080078125,120.57300567626953
2021-02-25,47093.8515625,165.82000732421875,356.8960266113281,118.6039810180664
2021-02-26,46339.76171875,161.80999755859375,355.0570373535156,122.52490234375
2021-03-01,49631.2421875,161.52999877929688,363.6636962890625,120.90660095214844
2021-03-02,48378.98828125,162.41000366210938,360.8259582519531,120.91522216796875
2021-03-03,50538.2421875,160.6199951171875,356.0465393066406,119.60385131835938
2021-03-04,48561.16796875,159.0399932861328,351.64056396484375,118.83235931396484
2021-03-05,48927.3046875,159.13999938964844,358.1095275878906,119.06385040283203
2021-03-08,52246.5234375,157.49000549316406,356.3265686035156,118.1381607055664
2021-03-09,54824.1171875,160.83999633789062,361.4139404296875,119.77523040771484
2021-03-10,56008.55078125,161.66000366210938,363.6636962890625,120.01527404785156
2021-03-11,57805.12109375,161.52000427246094,367.3508605957031,119.14952850341797
2021-03-12,57332.08984375,161.49000549316406,367.8455810546875,116.62101745605469
2021-03-15,55907.19921875,162.1999969482422,370.0393371582031,117.30673217773438
2021-03-16,56804.90234375,162.35000610351562,369.5726318359375,116.83526611328125
2021-03-17,58870.89453125,163.50999450683594,370.832763671875,115.96102905273438
2021-03-18,57858.921875,162.55999755859375,365.43731689453125,114.78673553466797
2021-03-19,58346.65234375,163.24000549316406,364.76116943359375,115.49818420410156
2021-03-22,54529.14453125,163.0,367.67376708984375,116.79246520996094
2021-03-23,54738.9453125,161.80999755859375,364.7798156738281,117.84671783447266
2021-03-24,52774.265625,162.3699951171875,362.9255676269531,118.48099517822266
2021-03-25,51704.16015625,161.77999877929688,364.96722412109375,117.54668426513672
2021-03-26,55137.3125,162.24000549316406,370.8486633300781,117.13531494140625
2021-03-29,57750.19921875,160.30999755859375,370.6613464355469,116.1410140991211
2021-03-30,58917.69140625,157.57000732421875,369.6779479980469,116.74960327148438
2021-03-31,58918.83203125,159.9600067138672,371.1763916015625,116.09819030761719
2021-04-01,59095.80859375,161.97999572753906,375.18475341796875,118.02505493164062
2021-04-05,59057.87890625,161.9199981689453,380.56988525390625,117.5101089477539
2021-04-06,58192.359375,163.22000122070312,380.3450927734375,118.30828094482422
2021-04-07,56048.9375,162.75999450683594,380.78521728515625,117.48430633544922
2021-04-08,58323.953125,164.50999450683594,382.5926818847656,118.45425415039062
2021-04-09,58245.00390625,163.27000427246094,385.3742370605469,118.02505493164062
2021-04-12,59893.453125,162.27999877929688,385.5148010253906,117.97355651855469
2021-04-13,63503.45703125,163.42999267578125,386.6572265625,118.85762023925781
2021-04-14,63109.6953125,162.72000122070312,385.3367919921875,118.47993469238281
2021-04-15,63314.01171875,165.35000610351562,389.4762878417969,120.46263885498047
2021-04-16,61572.7890625,166.35000610351562,390.77801513671875,119.52708435058594
2021-04-19,55724.265625,165.88999938964844,388.8582458496094,119.18379211425781
2021-04-20,56473.03125,166.47999572753906,386.0111083984375,119.7331314086914
2021-04-21,53906.08984375,168.1300048828125,389.6635437011719,119.973388671875
2021-04-22,51762.2734375,167.0399932861328,386.104736328125,120.4969711303711
2021-04-23,51093.65234375,166.39999389648438,390.29107666015625,120.21376037597656
2021-04-26,54021.75390625,166.83999633789062,391.1058044433594,120.04212951660156
2021-04-27,55033.1171875,166.4199981689453,391.0215148925781,118.99488830566406
2021-04-28,54824.703125,166.91000366210938,390.9091491699219,119.0721664428711
2021-04-29,53555.109375,166.22000122070312,393.400390625,118.72028350830078
2021-04-30,57750.17578125,165.66000366210938,390.81549072265625,118.99488830566406
2021-05-03,57200.29296875,167.80999755859375,391.6584167480469,119.0662841796875
2021-05-04,53333.5390625,166.5800018310547,389.2420959472656,119.87425994873047
2021-05-05,57424.0078125,167.27000427246094,389.36383056640625,120.07199096679688
2021-05-06,56396.515625,170.05999755859375,392.47320556640625,120.26966857910156
2021-05-07,57356.40234375,171.58999633789062,395.3295593261719,119.6766128540039
2021-05-10,55859.796875,172.11000061035156,391.4149169921875,118.46458435058594
2021-05-11,56704.57421875,172.13999938964844,387.9216003417969,117.79408264160156
2021-05-12,49150.53515625,170.42999267578125,379.68011474609375,116.55635070800781
2021-05-13,49716.19140625,171.1300048828125,384.240966796875,116.73689270019531
2021-05-14,49880.53515625,172.69000244140625,390.14111328125,117.82853698730469
2021-05-17,43537.51171875,174.6999969482422,389.14849853515625,117.57923126220703
2021-05-18,42909.40234375,175.0399932861328,385.79571533203125,117.27841186523438
2021-05-19,37002.44140625,175.16000366210938,384.7842102050781,116.99472045898438
2021-05-20,40782.73828125,175.9600067138672,388.92376708984375,117.95741271972656
2021-05-21,37304.69140625,176.0399932861328,388.60528564453125,118.33570861816406
2021-05-24,38705.98046875,176.35000610351562,392.56683349609375,118.7740478515625
2021-05-25,38402.22265625,177.9499969482422,391.6957702636719,119.87425994873047
2021-05-26,39294.19921875,177.63999938964844,392.47320556640625,119.66802215576172
2021-05-27,38436.96875,177.7100067138672,392.67919921875,119.18663787841797
2021-05-28,35697.60546875,178.3800048828125,393.38165283203125,118.99754333496094
2021-06-01,36684.92578125,177.89999389648438,393.0350646972656,118.97083282470703
2021-06-02,37575.1796875,178.77000427246094,393.6531677246094,119.24629974365234
2021-06-03,39208.765625,175.27000427246094,392.1922302246094,118.7986831665039
2021-06-04,36894.40625,177.16000366210938,395.7791442871094,120.42557525634766
2021-06-07,33560.70703125,177.8699951171875,395.39520263671875,120.05545806884766
2021-06-08,33472.6328125,177.32000732421875,395.47943115234375,120.89903259277344
2021-06-09,37345.12109375,176.97999572753906,394.889404296875,121.96646881103516
2021-06-10,36702.59765625,177.74000549316406,396.7250671386719,122.69807434082031
2021-06-11,37334.3984375,175.74000549316406,397.3805847167969,122.5000991821289
2021-06-14,40218.4765625,174.7100067138672,398.2703857421875,121.56185150146484
2021-06-15,40406.26953125,174.0500030517578,397.5398254394531,121.41551208496094
2021-06-16,38347.0625,171.11000061035156,395.32012939453125,121.31221771240234
2021-06-17,38053.50390625,165.85000610351562,395.1890869140625,123.12844848632812
2021-06-18,35787.24609375,164.92999267578125,389.85784912109375,125.44403076171875
