SPY,TLT,GLD,BTC-USD,Return,Volatility,Sharpe
0.1547499592739399,0.3928097226295911,0.3024403180964691,0.15000000000000002,0.15181934118775967,0.1649016317258456,0.6174550252906998
0.3583274809994634,0.3582720844334908,0.13340043456704578,0.15,0.23113941721031833,0.26460592966704116,0.684562955328513
0.3842370931025687,0.4526051482377884,0.013157758659642884,0.15,0.2381533924191559,0.2758697827784811,0.6820369760113958
0.5903801501374071,0.15059391470113248,0.1289528505354321,0.13007308462602837,0.33075157037754044,0.4048146098195841,0.693531220384226
0.2050891787660803,0.35373741847540696,0.2911734027585128,0.15000000000000002,0.17238592294883517,0.1884546187499333,0.6494185377925553
0.49839889295250783,0.11362794279856189,0.23797316424893022,0.15,0.29260897955998605,0.3543650737989521,0.6846300538569146
0.26903614345322285,0.4631760911606652,0.11778776538611202,0.15,0.19354759858568407,0.21483867770994808,0.6681645973425999
0.418096105230573,0.03278234139631074,0.42877429030957764,0.1203472630635387,0.2701385767215449,0.3219748612897564,0.6837135540325135
0.027932266809482513,0.40743850814255933,0.4146292250479581,0.15,0.10262217285859805,0.12741687424900774,0.4129921815203204
0.23830390938228935,0.07641035619800438,0.5352857344197063,0.15,0.19380659784099927,0.2281273723624162,0.6303785308697628
0.15919569673924538,0.64594537371517,0.044858929545584625,0.15000000000000005,0.14562793051959078,0.16487091789251038,0.5800169717132077
0.1783946506170655,0.4567216935119413,0.2148836558709932,0.15,0.1589122323201115,0.17220187308889992,0.6324683371120192
0.27317045031391607,0.09236478033502465,0.48446476935105925,0.15,0.2067091502594201,0.24165607911110337,0.6484800665303015
0.32833051345421765,0.3127189509438249,0.20895053560195748,0.15000000000000002,0.22103215894663925,0.2509172563701701,0.6816277262904591
0.22814079890668162,0.5052596069448825,0.11659959414843603,0.15,0.17651666276372113,0.19404870430141202,0.6519840635843943
0.221912763758853,0.15492496006736348,0.4731622761737836,0.15000000000000002,0.18505653924236662,0.21232816138940072,0.6360745478065847
0.2475694785018835,0.4782430839202003,0.12418743757791618,0.15,0.1848269604190501,0.20386411083610873,0.661357017996369
0.0366811237457329,0.4855775893765176,0.3799672886292204,0.09777399824852909,0.11388418855920096,0.13119500636531228,0.4869407024632899
0.0030721782533424053,0.4536743446151607,0.393253477131497,0.15,0.09162457616944121,0.12225320487961618,0.34047840472099933
0.584450779731262,0.0561093196787199,0.27163701477031343,0.08780288581970459,0.3397888440348351,0.41199544077820466,0.7033787643073489
0.4588881558246958,0.33139032863729184,0.17592930330061426,0.03379221223739805,0.2936308116671142,0.33061236905833125,0.7369077338547169
0.19354255900202477,0.20238067534713625,0.454076765650839,0.15,0.17267180708668275,0.1955365457257439,0.6273599987735289
0.5098848260572735,0.27138386705163353,0.06873130689109294,0.15,0.2921000603730084,0.3516531834486026,0.6884625869124077
0.30896235057557814,0.22794023436818253,0.3130974150562393,0.15000000000000002,0.21623411898606795,0.24642001612468264,0.6745966565555188
0.4824108105183299,0.3945618059612243,0.02345837270214027,0.09956901081830552,0.2876793843526808,0.3351352769528081,0.7092043144898457
0.02719907158143819,0.5507547189949071,0.27204620942365476,0.15,0.0978676477889763,0.12328493930037585,0.3882684134868238
0.4922224435498374,0.13520467504580586,0.22257288140435677,0.15000000000000002,0.2895617622778302,0.3495048614612323,0.6854318457152644
0.32656389221292015,0.10987351634517689,0.41356259144190294,0.15,0.22668375181848846,0.2651038543368068,0.6664699472608077
0.33326406173865597,0.2896828655948724,0.2270530726664717,0.15,0.2236472291311647,0.2547452763953892,0.6816504375988801
0.36282178342071514,0.08422798731432939,0.4029502292649555,0.15,0.2414193363966587,0.28546258787418405,0.6705584007422565
0.37879767996620967,0.42038695162486,0.14918626200360172,0.05162910640532853,0.2565408521117267,0.28139403342349734,0.7339915832575001
0.1315256597978382,0.24645444378739617,0.4720198964147656,0.15,0.1474609812471543,0.16760865640520914,0.5814794017054437
0.006319372260630653,0.46426089406980725,0.37941973366956216,0.15,0.09254219629301416,0.1221156668609017,0.34837623530707734
0.07275512148730891,0.20492351842588627,0.5723213600868048,0.15,0.1261694717576831,0.15547138841603345,0.4899259763079847
0.2781387221946184,0.37690888522349447,0.1949523925818871,0.14999999999999997,0.19973834726426956,0.22217839561981703,0.6739554799940852
0.4782688055875892,0.12511814259890555,0.2470976335464361,0.14951541826706918,0.2846095869953006,0.3426522444576265,0.6846871450285019
0.2599769766416874,0.033667112787918,0.5563559105703947,0.15000000000000002,0.20347030734923907,0.24255056615902096,0.6327353086804213
0.03533369911261643,0.1912558111271765,0.6234104897602071,0.15,0.1122136203320758,0.15028521188031438,0.41397034048580966
0.07781456501738561,0.2628564633645468,0.5293352362222825,0.12999373539578507,0.13026622162579438,0.15316118222998962,0.5240637376725465
0.3418198565756426,0.38732768811534135,0.12085245530901612,0.15,0.2238881492649359,0.2547244745281824,0.6826519108029296
0.1913639136064727,0.3289996402062959,0.32963644618723137,0.15,0.16788284485251131,0.18395352714347843,0.6408294892903363
0.06301231571166713,0.5829491484483262,0.2238691572237671,0.13016937861623956,0.11455269475933705,0.1319268135805728,0.4893068589116816
0.03075465227666875,0.44568102789010605,0.5110529491488116,0.012511370684413475,0.1297293040848868,0.1459439197299882,0.5463009643183115
0.3286591608066726,0.1453640313931113,0.41406917050483827,0.11190763729537789,0.2339218095292201,0.26769010315762437,0.6870698892477214
0.3210790588108036,0.17971607881784563,0.4352988215254239,0.063906040845927,0.23943833703372797,0.26727681819022364,0.7087720450896073
0.21019385069676141,0.0699319540266389,0.5698741952765997,0.15,0.1832050700700161,0.2173567993650598,0.6128405941711196
0.12635832763849533,0.3233075679318382,0.40033410442966644,0.15,0.14307649251062443,0.15883323205972372,0.5860013758054501
0.52070328055256,0.23776672098028137,0.09152999846715869,0.15,0.29730713518439394,0.35930393673186145,0.6882950892045261
0.408723736323983,0.28738161238580134,0.15389465129021562,0.15,0.25272092778240823,0.29495847335410447,0.6872863338258368
0.24582664228421858,0.30378383885097165,0.3003895188648098,0.15,0.18960179489356904,0.2103407338131812,0.6636935811850856
0.6146955387532546,0.08055749498192567,0.1547469662648199,0.15,0.338338072295868,0.4210306317749444,0.6848387042061937
0.7188207878426528,0.010901575021167806,0.1202776371361795,0.15,0.3805310474163231,0.484310000828002,0.6824782615498952
0.006020606844295045,0.19127650245391437,0.6527028907017907,0.15,0.10094689416887558,0.14711251317253463,0.3463124452854985
0.35711011921655694,0.1228429429981429,0.3900943544299027,0.12995258335539747,0.24198739836029073,0.28153423965206226,0.6819326792988335
0.16066563292867786,0.36857905756385395,0.32075530950746817,0.15,0.1548491590738656,0.1686220120896836,0.6217999522986378
0.42359240771719603,0.36606826361202655,0.060339328670777494,0.15,0.2559797768516116,0.29980016268827137,0.6870569215327176
0.15208583342708096,0.13992095389366008,0.557993212679259,0.15,0.15868778465876318,0.18683276048349637,0.5817383652497281
0.3271098886042692,0.2314359989909112,0.2914541124048197,0.15,0.2230997747692387,0.25531052706804797,0.6779970131161196
0.38774574303845827,0.33102852006806827,0.1312257368934735,0.15,0.24329615800752002,0.28155551603836615,0.6865294657597137
0.2510692131078897,0.0217435594615869,0.5771872274305234,0.15,0.20041885217619426,0.24021665206137163,0.6261799541597333
0.2957965502599717,0.30003318271151336,0.28774656862651526,0.11642369840199977,0.21557052248299666,0.23852184294829204,0.6941524534459087
0.00957617604751496,0.5751415238201216,0.2652823001323634,0.15,0.09033344862499454,0.12137199434728667,0.3323126462731327
0.38798985853397744,0.3434538779017778,0.11855626356424473,0.15000000000000002,0.2430021994976866,0.2811646624900489,0.6864383233242101
0.5408884908307758,0.20140063378369824,0.10771087538552598,0.15000000000000002,0.30619998389835523,0.3724912778781814,0.6878012966041643
0.4071260858641706,0.30269768908580946,0.2479149594570912,0.0422612655929287,0.2729557917153111,0.30371646384871825,0.7340918858661736
0.29954881406635797,0.48222109234763594,0.06823009358600605,0.15,0.2046803480375525,0.2301144172977638,0.6721888608891419
0.322123714464008,0.27196998214796725,0.2559063033880248,0.15000000000000002,0.21991838960095053,0.25007047094988744,0.6794820234293121
0.20894300704449428,0.17064109248926368,0.47041590046624204,0.15000000000000002,0.17958131100474162,0.20518491929404897,0.6315342835651563
0.32160660481621567,0.3387309076700018,0.18966248751378248,0.14999999999999997,0.2176361151222562,0.24611974969969125,0.6811160637323956
0.31557190091808285,0.256935477712894,0.2774926213690232,0.15000000000000002,0.21786950027915664,0.2477067198140901,0.6776945752830071
0.5242833922378006,0.19910582450233685,0.22124800293291064,0.055362780326951945,0.3186231120670289,0.3721775815541939,0.7217605932772012
0.45520357353778373,0.028292604766205674,0.3665038216960107,0.15,0.27867067399751316,0.3379921200017934,0.6765562285780504
0.3031467356016448,0.6250729097330269,0.03226778390679205,0.0395125707585363,0.22347592087644408,0.23774209625422,0.7296811276154668
0.533808879815589,0.2337379428207751,0.08245317736363585,0.15,0.3024698239369407,0.3668646504971559,0.6881824770928645
0.45452755647654597,0.12739925401925362,0.36769254078451324,0.050380648719687185,0.29503751609974427,0.3408870472872576,0.7188231939280957
0.03909457879479471,0.4019426025702483,0.408962818634957,0.14999999999999997,0.10708377343535672,0.12956085683041363,0.4405942877490807
0.2857277139698523,0.3840122735083601,0.2031718482103333,0.1270881643114544,0.2069687831951713,0.22771957622906502,0.6893073744229838
0.502187046597613,0.17103975053823034,0.2772253376066757,0.0495478652574808,0.3121576606734815,0.36278021965845403,0.7226349356100357
0.011813803016233927,0.44860770189329136,0.38957849509047476,0.15,0.09514242239714414,0.12325833217424764,0.36624235944818134
0.47057992079236627,0.19940882814648841,0.1800112510611452,0.15,0.2792400221841716,0.33356377340118065,0.6872449602267277
0.24920061821961714,0.3242336127459487,0.2995513601166107,0.12701440891782356,0.1948103227258923,0.21313398937517103,0.6794332670749601
0.36118980876513995,0.2791187946896772,0.20969139654518287,0.15,0.23470979496436103,0.2699510189757769,0.6842344795184319
0.34853782157267876,0.20577599278035538,0.2956861856469658,0.15,0.23213612242052503,0.2680985643123321,0.6793625429800448
0.06932935076829541,0.5590889752516337,0.22158167398007092,0.15,0.11379973379523842,0.13201089904187777,0.48329141198409115
0.40141240365305036,0.33018118889678855,0.22249915430453637,0.04590725314562462,0.26918036558296693,0.2986051289195391,0.7340140685996936
0.3671065120483877,0.3535576842048077,0.1293358037468047,0.15,0.23466064694814,0.2694948240892011,0.685210365624753
0.23514037360756992,0.36338645351665166,0.3747412400674295,0.02673193280834899,0.20803547664373284,0.21653518678954695,0.7298373949603367
0.21177099041902037,0.3538027526022421,0.28442625697873763,0.15,0.17495194557230942,0.19146562309197987,0.652607729546743
0.6275404518908851,0.15522837794553543,0.06723117016357956,0.15000000000000002,0.34094444539115876,0.42393282091117174,0.6862984676813251
0.014514889064927535,0.3207109496069307,0.5147741613281418,0.15,0.1001720557036663,0.13256000252175884,0.378485627257218
0.2214821730473718,0.36704768426748596,0.26147014268514224,0.15000000000000002,0.1782709450545396,0.19520639344737242,0.6571042207647847
0.3496416326336595,0.14339097477287593,0.35696739259346466,0.15000000000000002,0.23450732048351378,0.2735714357243824,0.6744392739503735
0.509670653549012,0.18055679377975511,0.26233869005699345,0.04743386261423932,0.3151553324700943,0.3663599677158917,0.7237562939074159
0.09459449193603262,0.6841026393397308,0.0713028687242366,0.15,0.11960850981681316,0.14345850609062336,0.48521702695580254
0.43007788064013325,0.011846416470819588,0.4145994968631518,0.14347620602589545,0.27081861460288226,0.3272291847423251,0.6748133262525613
0.06956433316941962,0.4101732916506703,0.37026237517991006,0.15,0.11853753068401181,0.1356343774943319,0.5053109097424504
0.3678986211863267,0.4021373565586371,0.14115660146115275,0.08880742079388353,0.24556204674792328,0.27300249675027005,0.7163379422379946
0.2535370438854232,0.27252661135517353,0.33456542801375483,0.13937091674564853,0.19564471070802633,0.21736867712586153,0.6700354100406777
0.21233415858674484,0.44314779047280767,0.19451805094044752,0.15,0.1723800371025219,0.18783927389365626,0.6515146410319196
0.35797417910275187,0.17889853623428073,0.3131272846629675,0.15,0.2366016695912802,0.27495308778060246,0.6786672995655831
0.058014162099326035,0.5077471512888158,0.28423868661185836,0.15000000000000002,0.111053216380237,0.12938258786519488,0.471881242967941
0.19809803924839545,0.5542934441887407,0.24090043912301973,0.006708077439844175,0.19180450951586966,0.19188583637920426,0.7390045674639371
0.5847910608971724,0.05896255277211247,0.2062463863307152,0.15,0.3275186539768101,0.4057613803831373,0.6839454600503506
0.3747960149191206,0.22608943764480458,0.24911454743607492,0.15,0.2415941359022749,0.2803498594392858,0.6834108505903056
0.1925450825816296,0.21582679812005678,0.4416281192983136,0.15,0.17186880306384736,0.19379452068311917,0.6288557727755353
0.40232053558106434,0.4013239064773092,0.046355557941626484,0.15000000000000002,0.24670394039706722,0.2869873975729491,0.6854096802179866
0.046656589252667725,0.4454429410508848,0.3579004696964475,0.15,0.10863253247417891,0.12870851852553777,0.4555450808218673
0.4882006464160132,0.1628661956588972,0.19893315792508967,0.15000000000000002,0.2871527565656081,0.3454854258651994,0.6864334608955104
0.6540381593380223,0.10698181254023069,0.08898002812174695,0.14999999999999997,0.35263419068859014,0.4416660541150581,0.6852104386762564
0.04325430842154278,0.48855854451591296,0.41982898508680855,0.04835816197573574,0.12609933959298333,0.13895202657119735,0.547666280736042
0.04987871507759537,0.5800759125937923,0.22004537232861238,0.14999999999999997,0.10566917395023481,0.12773126306267232,0.43583045070900384
0.2515904048767071,0.29320716041595557,0.3052024347073374,0.15,0.19214710288502335,0.2137788768349771,0.6649258569861014
0.2585647840084625,0.05738151427365859,0.534053701717879,0.15,0.20218745190962736,0.23909813889390955,0.6365062171276648
0.25010073611425226,0.5343426176660344,0.06555664621971337,0.15,0.18404901320561018,0.20457189462859682,0.6552660298179185
0.01799418614661718,0.742771771038285,0.08923404281509789,0.15000000000000002,0.08833724969211994,0.13150710906668034,0.2915222603873159
0.06603552099534796,0.3647775855302233,0.4191868934744287,0.15,0.11859802767268053,0.13771351035473672,0.4981212627285342
0.503986466354494,0.19635739869522148,0.1496561349502846,0.15,0.29217459613971936,0.3521735931615986,0.6876568852469157
0.1585160684176344,0.6828671364118073,0.00861679517055821,0.15,0.1442144396847285,0.16621516119508098,0.5668221779970617
0.025092901098149524,0.5181049961809346,0.30680210272091585,0.15,0.09807713011685637,0.12305374021760847,0.390700274789183
0.03927921793076026,0.29479642063134265,0.5159243614378971,0.15,0.11049864419733954,0.1384995344952878,0.43681478365833715
0.3006081541317069,0.3322977147755972,0.21709413109269587,0.15,0.20976642431249445,0.23564637508747205,0.6779922850635367
0.32442425861064267,0.5003429036033215,0.025232837786035873,0.15,0.21367531952405025,0.24294772741379958,0.6737059089475285
0.351800068180081,0.32953606423999443,0.16866386757992444,0.15,0.22952751428294166,0.26238375330722813,0.6842173420422524
0.2537385017516919,0.172086587500583,0.4241749107477252,0.15,0.19675272582452327,0.2246801895531681,0.6531627292836863
0.30328406624410326,0.040393095023004776,0.5063228387328921,0.15000000000000002,0.2199048764701152,0.2611815372098541,0.6505240695233372
0.38440403885361973,0.29517174072882696,0.17042422041755326,0.15000000000000002,0.24313086858600857,0.2814433606386005,0.6862157563347413
0.33101841211379635,0.07861362707350059,0.4403679608127031,0.15,0.22937136940953815,0.2703096176189243,0.6635774597647183
0.35270991145171715,0.269497248799779,0.22779283974850392,0.15000000000000002,0.2317509412731221,0.2660521429239088,0.6831403020313317
0.49868447696029783,0.4630421665656256,0.02417621982514993,0.014097136648926646,0.30871591810231747,0.34849355818602656,0.742383645336177
0.16193994628681668,0.34866862063614984,0.4246879176515181,0.06470351542551529,0.17284475474649638,0.1817977883375711,0.6757219428786019
0.25965436183579216,0.16646163841066372,0.4238839997535441,0.15000000000000002,0.19920195268421143,0.22792673607658898,0.6546048754634731
0.420162566435113,0.23490466183892905,0.20790368471229345,0.1370290870136644,0.2613226216458939,0.30520607114535686,0.6923932438593262
0.027635065195094854,0.4238837910632003,0.3984811437417049,0.15,0.10199470945651036,0.12643803685231694,0.411226801292728
0.36498099438109116,0.20340610408984877,0.28161290152906016,0.15000000000000002,0.23852978926573631,0.27676439841681755,0.6811923439004008
0.5067381616780147,0.14752087012467865,0.2687090072739715,0.07703196092333521,0.3092003353456402,0.36395720099693674,0.7121725703891809
0.4533275576338535,0.28803036596981885,0.10864207639632761,0.15,0.26984354096057567,0.3193657390084405,0.6883754708414901
0.4820935936983086,0.2793400148443266,0.08856639145736489,0.15,0.2811705836226436,0.33573808195825994,0.688544422111113
0.24396738997877782,0.3621328339693185,0.24389977605190377,0.15,0.1870662130303022,0.20607175327855035,0.6651382872694236
0.23579853590253014,0.23965702746840817,0.37454443662906184,0.15,0.18774895423655596,0.2104495594078065,0.6545461754549354
0.12409693962342609,0.026652508718235636,0.6992505516583383,0.15,0.15146561752020357,0.19389576380481496,0.5232998159895018
0.6592753674118266,0.19941210099443213,0.12769342160573258,0.013619109988008778,0.37875901134729534,0.4513089030997615,0.7284567379221929
0.22359751158858854,0.37623732933306286,0.25016515907834863,0.15,0.17879714798514662,0.19572922104303242,0.6580374013588379
0.435084523305415,0.16758182471847585,0.24733365197610924,0.15,0.26659114214388546,0.3163337910380849,0.6846917663557766
0.17919329348601473,0.28111409315065083,0.38969261336333444,0.15,0.16469968785692085,0.18240761610032946,0.62880975207654
0.08063142772714012,0.5079915336138645,0.2697973765776052,0.14157966208139017,0.12140502872966526,0.13590525113912022,0.5254030151974854
0.20310906030605144,0.4335395201332505,0.2179207278048016,0.14543069175589654,0.17003885656539175,0.18429926720114737,0.6513257398597212
0.587412601846846,0.22270977657709515,0.0703552492001975,0.11952237237586139,0.3294488972588993,0.400083948616188,0.6984756529859754
0.2598979878334985,0.30832086939860315,0.28178114276789834,0.15,0.19486832594410555,0.21678459226703947,0.6682593279768422
0.10854046789207275,0.2062836554694836,0.5351758766384437,0.15,0.1398806249798467,0.16470235286300214,0.5457154886828397
0.6221209804220512,0.1605910635620364,0.1792010278701554,0.038086928145757024,0.3608473897555699,0.4305349738748244,0.7220026446584268
0.23685636990712866,0.39059917576802017,0.24817856032281133,0.12436589400203985,0.1885190642082091,0.2037744274089308,0.6797666712625895
0.13016909455176945,0.4971917098644883,0.2226391955837422,0.15,0.13911438681226884,0.15175543193533036,0.5872237037962792
0.3470085710591073,0.4758933330643437,0.027098095876548992,0.15,0.22311832930392025,0.25529474184099676,0.6781116134845511
0.33710365448110824,0.04389433247389553,0.4690020130449963,0.15,0.23279369656306015,0.27679803710356593,0.66038653480287
0.04537512856010551,0.2056938199958325,0.598931051444062,0.14999999999999997,0.11562231105149255,0.14993689305532334,0.43766620552340907
0.20519973394060004,0.23281047112778638,0.4119897949316136,0.15000000000000002,0.17620240217057004,0.1975128643267088,0.6389578856079818
0.3624994289718538,0.21630400579515408,0.2711965652329922,0.15,0.2371735055654626,0.2745726369177443,0.6816903084976217
0.031103904114880173,0.2140427741641452,0.6048533217209746,0.15000000000000002,0.10987680277809057,0.14668112450129822,0.4082106881963577
0.3778799570051458,0.3929722211370463,0.07914782185780794,0.15,0.2375711893879049,0.2738936920657296,0.6848320893162123
0.4335068824312388,0.19735115388171565,0.21914196368704558,0.15000000000000002,0.2650557317426394,0.3135114987866316,0.6859580352713034
0.030817500600754517,0.49452329595720185,0.3246592034420437,0.15,0.1010132578677717,0.12428931164476516,0.4104396202110617
0.06346964461482295,0.4719475945340532,0.3145827608511238,0.15,0.11426721779104014,0.13147019698767712,0.48883487865363123
0.4880168018516994,0.3082324290714783,0.0537507690768223,0.15,0.2825453879923388,0.33781599918528155,0.6883788469260597
